ecli,articles_considered,judgment_date
ECLI:CE:ECHR:2016:0607JUD003008310,8,2016-06-07
ECLI:CE:ECHR:2016:0607JUD003008310,13,2016-06-07
ECLI:CE:ECHR:2016:0607JUD003008310,35,2016-06-07
ECLI:CE:ECHR:2016:0607JUD003008310,41,2016-06-07
ECLI:CE:ECHR:2018:1023JUD002445112,3,2018-10-23
ECLI:CE:ECHR:2019:1121JUD005584615,6,2019-11-21
ECLI:CE:ECHR:2007:0510JUD000019905,5,2007-05-10
ECLI:CE:ECHR:2007:0510JUD000019905,29,2007-05-10
ECLI:CE:ECHR:2007:0510JUD000019905,41,2007-05-10
ECLI:CE:ECHR:2007:0306JUD000185402,5,2007-03-06
ECLI:CE:ECHR:1994:1209JUD001679890,3,1994-12-09
ECLI:CE:ECHR:1994:1209JUD001679890,8,1994-12-09
ECLI:CE:ECHR:1994:1209JUD001679890,35,1994-12-09
ECLI:CE:ECHR:1994:1209JUD001679890,41,1994-12-09
ECLI:CE:ECHR:1994:1209JUD001679890,34,1994-12-09
ECLI:CE:ECHR:2015:0903JUD001016113,3,2015-09-03
ECLI:CE:ECHR:2015:0903JUD001016113,8,2015-09-03
ECLI:CE:ECHR:2015:0903JUD001016113,35,2015-09-03
ECLI:CE:ECHR:2015:0903JUD001016113,41,2015-09-03
ECLI:CE:ECHR:2006:0713JUD007643801,6,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007643801,13,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007643801,29,2006-07-13
ECLI:CE:ECHR:2006:0713JUD007643801,41,2006-07-13
ECLI:CE:ECHR:1994:1124JUD001762191,5,1994-11-24
ECLI:CE:ECHR:2014:0227JUD001710310,6,2014-02-27
ECLI:CE:ECHR:2014:0227JUD001710310,34,2014-02-27
ECLI:CE:ECHR:1997:1020JUD002022592,6,1997-10-20
ECLI:CE:ECHR:1997:1020JUD002022592,10,1997-10-20
ECLI:CE:ECHR:2009:0917JUD001393602,10,2009-09-17
ECLI:CE:ECHR:2009:0917JUD001393602,35,2009-09-17
ECLI:CE:ECHR:2009:0917JUD001393602,41,2009-09-17
ECLI:CE:ECHR:2009:0917JUD001393602,46,2009-09-17
ECLI:CE:ECHR:2000:1109JUD004585299,6,2000-11-09
ECLI:CE:ECHR:2000:1109JUD004585299,41,2000-11-09
ECLI:CE:ECHR:2005:1110JUD000514204,3,2005-11-10
ECLI:CE:ECHR:2005:1110JUD000514204,37,2005-11-10
ECLI:CE:ECHR:2004:0401JUD005958400,3,2004-04-01
ECLI:CE:ECHR:2004:0401JUD005958400,41,2004-04-01
ECLI:CE:ECHR:2010:0413JUD005016308,3,2010-04-13
ECLI:CE:ECHR:2010:0413JUD005016308,34,2010-04-13
ECLI:CE:ECHR:2005:1215JUD006779001,P1,2005-12-15
ECLI:CE:ECHR:2005:1215JUD006779001,41,2005-12-15
ECLI:CE:ECHR:2007:0726JUD006420901,6,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,8,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,10,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,13,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,29,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,34,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,35,2007-07-26
ECLI:CE:ECHR:2007:0726JUD006420901,41,2007-07-26
ECLI:CE:ECHR:2003:0220JUD004731699,6,2003-02-20
ECLI:CE:ECHR:2003:0220JUD004731699,P1,2003-02-20
ECLI:CE:ECHR:2010:0209JUD002979902,41,2010-02-09
ECLI:CE:ECHR:2010:0209JUD002979902,P1,2010-02-09
ECLI:CE:ECHR:1999:1123JUD003559397,6,1999-11-23
ECLI:CE:ECHR:1999:1123JUD003559397,41,1999-11-23
ECLI:CE:ECHR:2015:1117JUD001435005,2,2015-11-17
ECLI:CE:ECHR:2015:1117JUD001435005,35,2015-11-17
ECLI:CE:ECHR:2015:1117JUD001435005,41,2015-11-17
ECLI:CE:ECHR:2008:0215JUD003831102,6,2008-02-15
ECLI:CE:ECHR:2008:0215JUD003831102,41,2008-02-15
ECLI:CE:ECHR:2002:0212JUD005610300,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005610300,41,2002-02-12
ECLI:CE:ECHR:2009:0716JUD001293402,3,2009-07-16
ECLI:CE:ECHR:2011:1004JUD002019803,6,2011-10-04
ECLI:CE:ECHR:2011:1004JUD002019803,41,2011-10-04
ECLI:CE:ECHR:2013:1010JUD004003208,6,2013-10-10
ECLI:CE:ECHR:2018:0703JUD001225706,6,2018-07-03
ECLI:CE:ECHR:2021:0713JUD004363917,6,2021-07-13
ECLI:CE:ECHR:2000:0125JUD004092998,6,2000-01-25
ECLI:CE:ECHR:2000:0125JUD004092998,41,2000-01-25
ECLI:CE:ECHR:2012:1218JUD006620310,8,2012-12-18
ECLI:CE:ECHR:2010:0316JUD002587202,6,2010-03-16
ECLI:CE:ECHR:2000:0428JUD004183498,6,2000-04-28
ECLI:CE:ECHR:2000:0428JUD004183498,37,2000-04-28
ECLI:CE:ECHR:2000:0428JUD004183498,39,2000-04-28
ECLI:CE:ECHR:2009:0721JUD001276902,6,2009-07-21
ECLI:CE:ECHR:2002:1022JUD003257496,3,2002-10-22
ECLI:CE:ECHR:2002:1022JUD003257496,6,2002-10-22
ECLI:CE:ECHR:2002:1022JUD003257496,41,2002-10-22
ECLI:CE:ECHR:2006:0727JUD004007398,2,2006-07-27
ECLI:CE:ECHR:2006:0727JUD004007398,13,2006-07-27
ECLI:CE:ECHR:2006:0727JUD004007398,41,2006-07-27
ECLI:CE:ECHR:2007:0927JUD001730902,6,2007-09-27
ECLI:CE:ECHR:2014:1211JUD002885911,8,2014-12-11
ECLI:CE:ECHR:2014:1211JUD002885911,35,2014-12-11
ECLI:CE:ECHR:2021:0706JUD001492917,2,2021-07-06
ECLI:CE:ECHR:2009:1201JUD000054702,3,2009-12-01
ECLI:CE:ECHR:2009:1201JUD000054702,6,2009-12-01
ECLI:CE:ECHR:2009:1201JUD000054702,41,2009-12-01
ECLI:CE:ECHR:1991:1126JUD001358588,10,1991-11-26
ECLI:CE:ECHR:1991:1126JUD001358588,14,1991-11-26
ECLI:CE:ECHR:1991:1126JUD001358588,13,1991-11-26
ECLI:CE:ECHR:1991:1126JUD001358588,41,1991-11-26
ECLI:CE:ECHR:2000:0622JUD004303198,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004303198,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004303198,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004303198,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004303198,39,2000-06-22
ECLI:CE:ECHR:2016:0204JUD005882813,2,2016-02-04
ECLI:CE:ECHR:2001:0710JUD002829395,2,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,3,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,5,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,6,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,8,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,13,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,14,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,18,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,37,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,38,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,39,2001-07-10
ECLI:CE:ECHR:2001:0710JUD002829395,P1,2001-07-10
ECLI:CE:ECHR:2011:0421JUD001235506,6,2011-04-21
ECLI:CE:ECHR:2003:0220JUD002065292,1,2003-02-20
ECLI:CE:ECHR:2003:0220JUD002065292,10,2003-02-20
ECLI:CE:ECHR:2003:0220JUD002065292,11,2003-02-20
ECLI:CE:ECHR:2003:0220JUD002065292,13,2003-02-20
ECLI:CE:ECHR:2003:0220JUD002065292,35,2003-02-20
ECLI:CE:ECHR:2003:0220JUD002065292,41,2003-02-20
ECLI:CE:ECHR:2010:0105JUD000601604,6,2010-01-05
ECLI:CE:ECHR:1999:0520JUD002198093,10,1999-05-20
ECLI:CE:ECHR:1999:0520JUD002198093,41,1999-05-20
ECLI:CE:ECHR:2012:0717JUD007427910,3,2012-07-17
ECLI:CE:ECHR:2012:0717JUD007427910,5,2012-07-17
ECLI:CE:ECHR:2012:0717JUD007427910,13,2012-07-17
ECLI:CE:ECHR:2016:0428JUD006888413,8,2016-04-28
ECLI:CE:ECHR:2016:0428JUD006888413,41,2016-04-28
ECLI:CE:ECHR:2008:1211JUD000936806,6,2008-12-11
ECLI:CE:ECHR:2008:1211JUD000936806,13,2008-12-11
ECLI:CE:ECHR:2008:1211JUD000936806,P1,2008-12-11
ECLI:CE:ECHR:2004:0622JUD003257296,3,2004-06-22
ECLI:CE:ECHR:2004:0622JUD003257296,41,2004-06-22
ECLI:CE:ECHR:2001:0614JUD004159898,6,2001-06-14
ECLI:CE:ECHR:2001:0614JUD004159898,41,2001-06-14
ECLI:CE:ECHR:2018:1023JUD001205517,6,2018-10-23
ECLI:CE:ECHR:2018:1023JUD001205517,34,2018-10-23
ECLI:CE:ECHR:2018:1023JUD001205517,41,2018-10-23
ECLI:CE:ECHR:2018:1023JUD001205517,P1,2018-10-23
ECLI:CE:ECHR:1999:0708JUD002316894,6,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002316894,7,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002316894,10,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002316894,41,1999-07-08
ECLI:CE:ECHR:2009:0402JUD002952907,6,2009-04-02
ECLI:CE:ECHR:2008:0603JUD002972303,5,2008-06-03
ECLI:CE:ECHR:2008:0131JUD002764002,6,2008-01-31
ECLI:CE:ECHR:2007:0731JUD003762503,6,2007-07-31
ECLI:CE:ECHR:2007:0731JUD003762503,13,2007-07-31
ECLI:CE:ECHR:2015:1103JUD003241904,6,2015-11-03
ECLI:CE:ECHR:2001:0227JUD004443598,6,2001-02-27
ECLI:CE:ECHR:2001:0227JUD004443598,41,2001-02-27
ECLI:CE:ECHR:2012:1009JUD003446408,6,2012-10-09
ECLI:CE:ECHR:2012:1009JUD003446408,P1,2012-10-09
ECLI:CE:ECHR:2001:0116JUD004700399,6,2001-01-16
ECLI:CE:ECHR:2001:0116JUD004700399,41,2001-01-16
ECLI:CE:ECHR:2004:1130JUD007144501,6,2004-11-30
ECLI:CE:ECHR:2004:1130JUD007144501,29,2004-11-30
ECLI:CE:ECHR:2004:1130JUD007144501,41,2004-11-30
ECLI:CE:ECHR:2011:0203JUD000050006,6,2011-02-03
ECLI:CE:ECHR:2004:0427JUD006254300,6,2004-04-27
ECLI:CE:ECHR:2004:0427JUD006254300,8,2004-04-27
ECLI:CE:ECHR:2004:0427JUD006254300,34,2004-04-27
ECLI:CE:ECHR:2004:0427JUD006254300,35,2004-04-27
ECLI:CE:ECHR:2004:0427JUD006254300,P1,2004-04-27
ECLI:CE:ECHR:2010:0302JUD001275007,6,2010-03-02
ECLI:CE:ECHR:2010:0302JUD001275007,13,2010-03-02
ECLI:CE:ECHR:2005:1108JUD000000302,P7,2005-11-08
ECLI:CE:ECHR:2005:1108JUD000000302,37,2005-11-08
ECLI:CE:ECHR:2009:0217JUD000564702,P1,2009-02-17
ECLI:CE:ECHR:2009:0915JUD002294304,11,2009-09-15
ECLI:CE:ECHR:2005:0802JUD006589901,2,2005-08-02
ECLI:CE:ECHR:2005:0802JUD006589901,3,2005-08-02
ECLI:CE:ECHR:2005:0802JUD006589901,5,2005-08-02
ECLI:CE:ECHR:2005:0802JUD006589901,13,2005-08-02
ECLI:CE:ECHR:2005:0802JUD006589901,38,2005-08-02
ECLI:CE:ECHR:2013:0723JUD006849210,3,2013-07-23
ECLI:CE:ECHR:2010:0422JUD000482406,8,2010-04-22
ECLI:CE:ECHR:2010:0422JUD000482406,35,2010-04-22
ECLI:CE:ECHR:2010:0422JUD000482406,41,2010-04-22
ECLI:CE:ECHR:1999:1214JUD004160398,6,1999-12-14
ECLI:CE:ECHR:1999:1214JUD004160398,41,1999-12-14
ECLI:CE:ECHR:2012:1127JUD002971305,13,2012-11-27
ECLI:CE:ECHR:2012:1127JUD002971305,P4,2012-11-27
ECLI:CE:ECHR:2009:0303JUD003763903,35,2009-03-03
ECLI:CE:ECHR:2009:0303JUD003763903,41,2009-03-03
ECLI:CE:ECHR:2009:0303JUD003763903,P1,2009-03-03
ECLI:CE:ECHR:2006:0330JUD001332003,6,2006-03-30
ECLI:CE:ECHR:2006:0330JUD001332003,29,2006-03-30
ECLI:CE:ECHR:2006:0330JUD001332003,41,2006-03-30
ECLI:CE:ECHR:2010:0126JUD004352904,3,2010-01-26
ECLI:CE:ECHR:1992:0227JUD001326587,6,1992-02-27
ECLI:CE:ECHR:1992:0227JUD001326587,41,1992-02-27
ECLI:CE:ECHR:2018:0906JUD002993207,41,2018-09-06
ECLI:CE:ECHR:2000:1017JUD004506098,6,2000-10-17
ECLI:CE:ECHR:2000:1017JUD004506098,41,2000-10-17
ECLI:CE:ECHR:2014:0114JUD000362610,3,2014-01-14
ECLI:CE:ECHR:2004:0115JUD005491900,6,2004-01-15
ECLI:CE:ECHR:2004:0115JUD005491900,29,2004-01-15
ECLI:CE:ECHR:2004:0115JUD005491900,35,2004-01-15
ECLI:CE:ECHR:2004:0115JUD005491900,41,2004-01-15
ECLI:CE:ECHR:2000:1109JUD004586099,6,2000-11-09
ECLI:CE:ECHR:2000:1109JUD004586099,41,2000-11-09
ECLI:CE:ECHR:2009:0310JUD003322605,8,2009-03-10
ECLI:CE:ECHR:2009:0310JUD003322605,13,2009-03-10
ECLI:CE:ECHR:2006:0427JUD004005102,6,2006-04-27
ECLI:CE:ECHR:2006:0427JUD004005102,41,2006-04-27
ECLI:CE:ECHR:1995:0608JUD001641990,5,1995-06-08
ECLI:CE:ECHR:1995:0608JUD001641990,6,1995-06-08
ECLI:CE:ECHR:1995:0608JUD001641990,41,1995-06-08
ECLI:CE:ECHR:1995:0608JUD001641990,46,1995-06-08
ECLI:CE:ECHR:1995:0608JUD001641990,35,1995-06-08
ECLI:CE:ECHR:1995:0608JUD001641990,34,1995-06-08
ECLI:CE:ECHR:2003:0923JUD005342599,6,2003-09-23
ECLI:CE:ECHR:2003:0923JUD005342599,41,2003-09-23
ECLI:CE:ECHR:2003:0130JUD004087798,6,2003-01-30
ECLI:CE:ECHR:2003:0130JUD004087798,13,2003-01-30
ECLI:CE:ECHR:2003:0130JUD004087798,14,2003-01-30
ECLI:CE:ECHR:2003:0130JUD004087798,41,2003-01-30
ECLI:CE:ECHR:2003:0130JUD004087798,35,2003-01-30
ECLI:CE:ECHR:2009:0430JUD005458107,6,2009-04-30
ECLI:CE:ECHR:2019:0129JUD003692507,2,2019-01-29
ECLI:CE:ECHR:2019:0129JUD003692507,35,2019-01-29
ECLI:CE:ECHR:2019:0129JUD003692507,41,2019-01-29
ECLI:CE:ECHR:2011:0318JUD003081406,P1,2011-03-18
ECLI:CE:ECHR:1983:1024JUD000594772,41,1983-10-24
ECLI:CE:ECHR:1992:0227JUD001191185,6,1992-02-27
ECLI:CE:ECHR:1992:0227JUD001191185,41,1992-02-27
ECLI:CE:ECHR:2016:0218JUD000609106,3,2016-02-18
ECLI:CE:ECHR:2016:0218JUD000609106,6,2016-02-18
ECLI:CE:ECHR:2016:0218JUD000609106,35,2016-02-18
ECLI:CE:ECHR:2009:0324JUD003733606,3,2009-03-24
ECLI:CE:ECHR:2021:0518JUD005174618,8,2021-05-18
ECLI:CE:ECHR:2015:0723JUD003595009,6,2015-07-23
ECLI:CE:ECHR:2015:0723JUD003595009,13,2015-07-23
ECLI:CE:ECHR:2015:0730JUD005010411,5,2015-07-30
ECLI:CE:ECHR:2007:1023JUD000473304,8,2007-10-23
ECLI:CE:ECHR:2007:1023JUD000473304,13,2007-10-23
ECLI:CE:ECHR:2002:0212JUD005297399,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005297399,41,2002-02-12
ECLI:CE:ECHR:2016:0315JUD007744413,3,2016-03-15
ECLI:CE:ECHR:2019:1112JUD006067710,6,2019-11-12
ECLI:CE:ECHR:1999:0325JUD003110796,P1,1999-03-25
ECLI:CE:ECHR:1999:0325JUD003110796,13,1999-03-25
ECLI:CE:ECHR:1999:0325JUD003110796,6,1999-03-25
ECLI:CE:ECHR:1999:0325JUD003110796,8,1999-03-25
ECLI:CE:ECHR:1999:0325JUD003110796,35,1999-03-25
ECLI:CE:ECHR:1999:0325JUD003110796,41,1999-03-25
ECLI:CE:ECHR:2020:0107JUD005576011,10,2020-01-07
ECLI:CE:ECHR:2003:0624JUD004405798,6,2003-06-24
ECLI:CE:ECHR:2003:0624JUD004405798,29,2003-06-24
ECLI:CE:ECHR:2003:0624JUD004405798,35,2003-06-24
ECLI:CE:ECHR:2003:0624JUD004405798,41,2003-06-24
ECLI:CE:ECHR:2003:0617JUD006095500,6,2003-06-17
ECLI:CE:ECHR:2003:0617JUD006095500,13,2003-06-17
ECLI:CE:ECHR:2003:0617JUD006095500,29,2003-06-17
ECLI:CE:ECHR:2003:0617JUD006095500,35,2003-06-17
ECLI:CE:ECHR:2003:0617JUD006095500,41,2003-06-17
ECLI:CE:ECHR:2010:0119JUD001958804,6,2010-01-19
ECLI:CE:ECHR:2010:0119JUD001958804,P1,2010-01-19
ECLI:CE:ECHR:1992:0225JUD001296387,8,1992-02-25
ECLI:CE:ECHR:1992:0225JUD001296387,13,1992-02-25
ECLI:CE:ECHR:1992:0225JUD001296387,41,1992-02-25
ECLI:CE:ECHR:1995:1204JUD001889691,3,1995-12-04
ECLI:CE:ECHR:1995:1204JUD001889691,41,1995-12-04
ECLI:CE:ECHR:2007:0710JUD001822304,6,2007-07-10
ECLI:CE:ECHR:2007:0710JUD001822304,29,2007-07-10
ECLI:CE:ECHR:2007:0710JUD001822304,35,2007-07-10
ECLI:CE:ECHR:2007:0710JUD001822304,41,2007-07-10
ECLI:CE:ECHR:2008:0710JUD002114802,5,2008-07-10
ECLI:CE:ECHR:2004:0615JUD006095800,6,2004-06-15
ECLI:CE:ECHR:2004:0615JUD006095800,41,2004-06-15
ECLI:CE:ECHR:2002:0219JUD005166499,6,2002-02-19
ECLI:CE:ECHR:2002:0219JUD005166499,41,2002-02-19
ECLI:CE:ECHR:2009:0616JUD000481803,6,2009-06-16
ECLI:CE:ECHR:2011:0111JUD001014307,P1,2011-01-11
ECLI:CE:ECHR:2022:0607JUD002145310,P1,2022-06-07
ECLI:CE:ECHR:2021:0209JUD002842718,P1,2021-02-09
ECLI:CE:ECHR:2008:1016JUD000560805,2,2008-10-16
ECLI:CE:ECHR:2008:1016JUD000560805,3,2008-10-16
ECLI:CE:ECHR:2008:1016JUD000560805,29,2008-10-16
ECLI:CE:ECHR:2008:1016JUD000560805,35,2008-10-16
ECLI:CE:ECHR:2012:0703JUD005000208,6,2012-07-03
ECLI:CE:ECHR:2012:0124JUD002292604,3,2012-01-24
ECLI:CE:ECHR:2012:0124JUD002292604,6,2012-01-24
ECLI:CE:ECHR:2012:0124JUD002292604,8,2012-01-24
ECLI:CE:ECHR:2012:0124JUD002292604,13,2012-01-24
ECLI:CE:ECHR:2012:0124JUD002292604,35,2012-01-24
ECLI:CE:ECHR:2012:0124JUD002292604,41,2012-01-24
ECLI:CE:ECHR:2015:0317JUD003416009,2,2015-03-17
ECLI:CE:ECHR:1994:1209JUD001806491,6,1994-12-09
ECLI:CE:ECHR:1994:1209JUD001806491,41,1994-12-09
ECLI:CE:ECHR:1997:0317JUD001872591,6,1997-03-17
ECLI:CE:ECHR:2001:1206JUD004930299,6,2001-12-06
ECLI:CE:ECHR:2001:1206JUD004930299,41,2001-12-06
ECLI:CE:ECHR:2009:0423JUD001438703,5,2009-04-23
ECLI:CE:ECHR:2009:0423JUD001438703,6,2009-04-23
ECLI:CE:ECHR:2019:1008JUD002484513,10,2019-10-08
ECLI:CE:ECHR:2002:0212JUD005298699,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005298699,41,2002-02-12
ECLI:CE:ECHR:2010:0316JUD001031703,5,2010-03-16
ECLI:CE:ECHR:2010:0316JUD001031703,6,2010-03-16
ECLI:CE:ECHR:2003:0603JUD005218999,6,2003-06-03
ECLI:CE:ECHR:2003:0603JUD005218999,41,2003-06-03
ECLI:CE:ECHR:1997:0703JUD001361688,46,1997-07-03
ECLI:CE:ECHR:2004:0427JUD003900197,6,2004-04-27
ECLI:CE:ECHR:2004:0427JUD003900197,35,2004-04-27
ECLI:CE:ECHR:2004:0427JUD003900197,41,2004-04-27
ECLI:CE:ECHR:2009:0528JUD003568207,6,2009-05-28
ECLI:CE:ECHR:2009:0528JUD003568207,P1,2009-05-28
ECLI:CE:ECHR:2009:0310JUD000098104,6,2009-03-10
ECLI:CE:ECHR:2009:0310JUD000098104,P1,2009-03-10
ECLI:CE:ECHR:2009:0310JUD000098104,P4,2009-03-10
ECLI:CE:ECHR:2014:0327JUD003115009,6,2014-03-27
ECLI:CE:ECHR:2022:0929JUD002636014,6,2022-09-29
ECLI:CE:ECHR:2022:0929JUD002636014,P1,2022-09-29
ECLI:CE:ECHR:2004:0527JUD004221998,6,2004-05-27
ECLI:CE:ECHR:2004:0527JUD004221998,14,2004-05-27
ECLI:CE:ECHR:2004:0527JUD004221998,P1,2004-05-27
ECLI:CE:ECHR:2000:0208JUD004183098,6,2000-02-08
ECLI:CE:ECHR:2000:0208JUD004183098,41,2000-02-08
ECLI:CE:ECHR:2012:1115JUD006639401,P1,2012-11-15
ECLI:CE:ECHR:2007:0927JUD003552204,6,2007-09-27
ECLI:CE:ECHR:2007:0927JUD003552204,29,2007-09-27
ECLI:CE:ECHR:2007:0927JUD003552204,35,2007-09-27
ECLI:CE:ECHR:2007:0927JUD003552204,41,2007-09-27
ECLI:CE:ECHR:2007:0927JUD003552204,P1,2007-09-27
ECLI:CE:ECHR:2000:1116JUD004651799,6,2000-11-16
ECLI:CE:ECHR:2000:1116JUD004651799,41,2000-11-16
ECLI:CE:ECHR:2003:0304JUD002721495,10,2003-03-04
ECLI:CE:ECHR:2003:0304JUD002721495,41,2003-03-04
ECLI:CE:ECHR:2010:0622JUD000067603,6,2010-06-22
ECLI:CE:ECHR:2003:1009JUD006158200,35,2003-10-09
ECLI:CE:ECHR:2003:1009JUD006158200,41,2003-10-09
ECLI:CE:ECHR:2003:1009JUD006158200,P1,2003-10-09
ECLI:CE:ECHR:2000:0622JUD004300798,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300798,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300798,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300798,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300798,39,2000-06-22
ECLI:CE:ECHR:2002:0627JUD002228193,2,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,3,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,5,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,6,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,8,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,13,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,14,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,18,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,37,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,38,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,39,2002-06-27
ECLI:CE:ECHR:2002:0627JUD002228193,P1,2002-06-27
ECLI:CE:ECHR:1990:1023JUD001158185,9,1990-10-23
ECLI:CE:ECHR:1990:1023JUD001158185,14,1990-10-23
ECLI:CE:ECHR:1990:1023JUD001158185,P1,1990-10-23
ECLI:CE:ECHR:1990:1023JUD001158185,41,1990-10-23
ECLI:CE:ECHR:2020:0514JUD002472013,3,2020-05-14
ECLI:CE:ECHR:2020:0514JUD002472013,8,2020-05-14
ECLI:CE:ECHR:2020:0514JUD002472013,13,2020-05-14
ECLI:CE:ECHR:2020:0514JUD002472013,35,2020-05-14
ECLI:CE:ECHR:2020:0514JUD002472013,41,2020-05-14
ECLI:CE:ECHR:2005:0721JUD002818402,6,2005-07-21
ECLI:CE:ECHR:2005:0721JUD002818402,29,2005-07-21
ECLI:CE:ECHR:2005:0721JUD002818402,P1,2005-07-21
ECLI:CE:ECHR:2011:0118JUD000255503,6,2011-01-18
ECLI:CE:ECHR:2011:0118JUD000255503,35,2011-01-18
ECLI:CE:ECHR:2011:0118JUD000255503,41,2011-01-18
ECLI:CE:ECHR:2009:1013JUD003578503,41,2009-10-13
ECLI:CE:ECHR:2001:1016JUD003755597,5,2001-10-16
ECLI:CE:ECHR:2001:1016JUD003755597,41,2001-10-16
ECLI:CE:ECHR:2002:1128JUD005112799,41,2002-11-28
ECLI:CE:ECHR:2003:0204JUD005090199,3,2003-02-04
ECLI:CE:ECHR:2003:0204JUD005090199,8,2003-02-04
ECLI:CE:ECHR:2003:0204JUD005090199,41,2003-02-04
ECLI:CE:ECHR:2005:1013JUD002752695,3,2005-10-13
ECLI:CE:ECHR:2005:1013JUD002752695,6,2005-10-13
ECLI:CE:ECHR:2005:1013JUD002752695,41,2005-10-13
ECLI:CE:ECHR:2016:1110JUD001828806,10,2016-11-10
ECLI:CE:ECHR:2013:1217JUD002068804,6,2013-12-17
ECLI:CE:ECHR:2013:1217JUD002068804,35,2013-12-17
ECLI:CE:ECHR:2013:1217JUD002068804,41,2013-12-17
ECLI:CE:ECHR:1992:0227JUD001229586,6,1992-02-27
ECLI:CE:ECHR:1992:0227JUD001229586,41,1992-02-27
ECLI:CE:ECHR:2006:0615JUD006791701,6,2006-06-15
ECLI:CE:ECHR:2006:0615JUD006791701,41,2006-06-15
ECLI:CE:ECHR:2006:0615JUD006791701,P1,2006-06-15
ECLI:CE:ECHR:2005:0927JUD000250703,6,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,13,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,17,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,29,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,34,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,35,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,41,2005-09-27
ECLI:CE:ECHR:2005:0927JUD000250703,P1,2005-09-27
ECLI:CE:ECHR:2001:1002JUD003602297,8,2001-10-02
ECLI:CE:ECHR:2001:1002JUD003602297,13,2001-10-02
ECLI:CE:ECHR:2001:1002JUD003602297,36,2001-10-02
ECLI:CE:ECHR:2001:1002JUD003602297,41,2001-10-02
ECLI:CE:ECHR:2009:0430JUD004606407,6,2009-04-30
ECLI:CE:ECHR:2019:0618JUD004641413,5,2019-06-18
ECLI:CE:ECHR:2019:0618JUD004641413,34,2019-06-18
ECLI:CE:ECHR:2000:0801JUD003870497,6,2000-08-01
ECLI:CE:ECHR:2000:0801JUD003870497,41,2000-08-01
ECLI:CE:ECHR:2000:0801JUD003870497,P1,2000-08-01
ECLI:CE:ECHR:2010:0211JUD003370404,P1,2010-02-11
ECLI:CE:ECHR:2019:0708JUD005401210,41,2019-07-08
ECLI:CE:ECHR:2019:0708JUD005401210,P7,2019-07-08
ECLI:CE:ECHR:1998:0729JUD002555494,6,1998-07-29
ECLI:CE:ECHR:1998:0729JUD002555494,41,1998-07-29
ECLI:CE:ECHR:2016:0523JUD001750207,6,2016-05-23
ECLI:CE:ECHR:2004:1110JUD006215200,6,2004-11-10
ECLI:CE:ECHR:2004:1110JUD006215200,35,2004-11-10
